date,pm25,pm10,o3,no2,so2,co,Ville,Continent,AQI,Catégorie AQI
2021-06-26,43.0,15.0,40.0,3.0,1.0,0.0,Lisbonne,Europe,150,Modéré
2021-06-27,38.0,8.0,28.0,1.0,3.0,0.0,Lisbonne,Europe,150,Modéré
2021-06-28,22.0,13.0,31.0,3.0,1.9830985915492958,0.0,Lisbonne,Europe,100,Modéré
2021-06-29,19.0,14.0,32.0,3.0,1.0,0.0,Lisbonne,Europe,100,Modéré
2021-06-30,29.0,11.0,30.0,3.0,1.9830985915492958,0.0,Lisbonne,Europe,100,Modéré
2021-07-01,28.0,14.0,34.0,6.0,1.9830985915492958,0.0,Lisbonne,Europe,100,Modéré
2021-01-05,40.0,18.0,14.0,18.0,1.9830985915492958,0.0,Lisbonne,Europe,150,Modéré
2021-01-06,56.0,18.0,15.0,13.0,1.0,0.0,Lisbonne,Europe,200,Nocif
2021-01-07,57.0,13.0,19.0,14.0,1.9830985915492958,0.0,Lisbonne,Europe,200,Nocif
2021-01-08,36.0,8.0,22.0,10.0,1.9830985915492958,0.0,Lisbonne,Europe,150,Modéré
2021-01-09,28.0,12.0,26.0,8.0,1.9830985915492958,0.0,Lisbonne,Europe,100,Modéré
2021-01-10,30.0,7.0,23.0,5.0,1.9830985915492958,0.0,Lisbonne,Europe,100,Modéré
2021-01-11,27.0,15.0,22.0,18.0,1.9830985915492958,0.0,Lisbonne,Europe,100,Modéré
2021-01-12,35.0,27.0,18.0,23.0,1.0,0.0,Lisbonne,Europe,100,Modéré
2021-01-13,61.0,41.0,15.0,22.0,1.9830985915492958,0.0,Lisbonne,Europe,200,Nocif
2021-01-14,93.0,15.0,28.0,12.0,1.9830985915492958,0.0,Lisbonne,Europe,200,Nocif
2021-01-15,44.0,14.0,28.0,12.0,1.9830985915492958,0.0,Lisbonne,Europe,150,Modéré
2021-01-16,48.0,24.0,22.0,12.0,1.9830985915492958,0.0,Lisbonne,Europe,150,Modéré
2021-01-17,73.0,38.0,19.0,15.0,1.9830985915492958,0.0,Lisbonne,Europe,200,Nocif
2021-01-18,93.0,39.0,16.0,23.0,1.9830985915492958,0.0,Lisbonne,Europe,200,Nocif
2021-01-19,24.0,39.0,28.0,17.0,1.9830985915492958,0.0,Lisbonne,Europe,150,Modéré
2021-01-20,54.0,26.0,28.0,6.0,1.9830985915492958,0.0,Lisbonne,Europe,150,Modéré
2021-01-21,41.0,21.0,29.0,3.0,1.9830985915492958,0.0,Lisbonne,Europe,150,Modéré
2021-01-22,26.0,16.04378818737271,30.0,3.0,1.9830985915492958,0.0,Lisbonne,Europe,100,Modéré
2021-01-25,29.0,13.0,24.0,7.0,1.9830985915492958,0.0,Lisbonne,Europe,100,Modéré
2021-01-26,18.0,6.0,14.0,9.0,1.9830985915492958,0.0,Lisbonne,Europe,100,Modéré
2021-01-27,18.0,10.0,14.0,12.0,1.9830985915492958,0.0,Lisbonne,Europe,100,Modéré
2021-01-28,26.0,5.0,9.0,6.0,1.9830985915492958,0.0,Lisbonne,Europe,100,Modéré
2021-01-29,21.0,14.0,6.0,8.0,1.9830985915492958,0.0,Lisbonne,Europe,100,Modéré
2021-01-30,50.0,21.0,28.490118577075098,3.0,1.9830985915492958,0.0,Lisbonne,Europe,150,Modéré
2021-01-31,40.0,16.04378818737271,28.490118577075098,2.0,1.9830985915492958,0.0,Lisbonne,Europe,150,Modéré
2021-02-02,23.0,9.0,28.490118577075098,6.0,1.9830985915492958,0.0,Lisbonne,Europe,100,Modéré
2021-02-03,17.0,9.0,27.0,7.0,1.9830985915492958,0.0,Lisbonne,Europe,100,Modéré
2021-02-04,16.0,9.0,26.0,8.0,1.9830985915492958,0.0,Lisbonne,Europe,100,Modéré
2021-02-05,17.0,9.0,26.0,7.0,1.9830985915492958,0.0,Lisbonne,Europe,100,Modéré
2021-02-06,15.0,8.0,30.0,2.0,1.9830985915492958,0.0,Lisbonne,Europe,100,Modéré
2021-02-07,25.0,12.0,31.0,2.0,1.9830985915492958,0.0,Lisbonne,Europe,100,Modéré
2021-02-08,20.0,14.0,32.0,5.0,1.9830985915492958,0.0,Lisbonne,Europe,100,Modéré
2021-02-09,18.0,19.0,33.0,3.0,1.9830985915492958,0.0,Lisbonne,Europe,100,Modéré
2021-02-10,25.0,11.0,28.0,9.0,1.9830985915492958,0.0,Lisbonne,Europe,100,Modéré
2021-02-11,31.0,11.0,28.0,6.0,1.9830985915492958,0.0,Lisbonne,Europe,100,Modéré
2021-02-12,27.0,15.0,27.0,10.0,1.9830985915492958,0.0,Lisbonne,Europe,100,Modéré
2021-02-13,26.0,16.04378818737271,28.490118577075098,8.929549902152642,1.9830985915492958,0.0,Lisbonne,Europe,100,Modéré
2021-02-16,52.0,32.0,25.0,12.0,1.9830985915492958,0.0,Lisbonne,Europe,150,Modéré
2021-02-17,54.0,29.0,31.0,12.0,1.9830985915492958,0.0,Lisbonne,Europe,150,Modéré
2021-02-18,57.0,62.0,28.0,7.0,1.9830985915492958,0.0,Lisbonne,Europe,200,Nocif
2021-02-19,62.0,66.0,27.0,5.0,1.9830985915492958,0.0,Lisbonne,Europe,200,Nocif
2021-02-20,72.0,27.0,32.0,4.0,1.9830985915492958,0.0,Lisbonne,Europe,200,Nocif
2021-02-21,71.0,16.04378818737271,31.0,5.0,1.9830985915492958,0.0,Lisbonne,Europe,200,Nocif
2021-02-23,48.0,12.0,24.0,11.0,1.9830985915492958,0.0,Lisbonne,Europe,150,Modéré
2021-02-24,24.0,23.0,33.0,6.0,1.9830985915492958,0.0,Lisbonne,Europe,100,Modéré
2021-02-25,42.0,20.0,30.0,7.0,1.0,0.0,Lisbonne,Europe,150,Modéré
2021-02-26,32.0,24.0,15.0,14.0,1.9830985915492958,0.0,Lisbonne,Europe,100,Modéré
2021-02-27,48.0,34.0,26.0,13.0,1.9830985915492958,0.0,Lisbonne,Europe,150,Modéré
2021-02-28,65.0,32.0,29.0,9.0,1.9830985915492958,0.0,Lisbonne,Europe,200,Nocif
2021-03-01,66.0,38.0,25.0,15.0,1.9830985915492958,0.0,Lisbonne,Europe,200,Nocif
2021-03-02,65.0,33.0,30.0,14.0,1.9830985915492958,0.0,Lisbonne,Europe,200,Nocif
2021-03-03,53.0,39.0,26.0,15.0,1.9830985915492958,0.0,Lisbonne,Europe,150,Modéré
2021-03-04,60.0,50.0,27.0,10.0,1.9830985915492958,0.0,Lisbonne,Europe,200,Nocif
2021-03-05,82.0,11.0,25.0,6.0,1.9830985915492958,0.0,Lisbonne,Europe,200,Nocif
2021-03-06,30.0,33.0,30.0,7.0,1.9830985915492958,0.0,Lisbonne,Europe,100,Modéré
2021-03-07,68.0,33.0,35.0,2.0,1.9830985915492958,0.0,Lisbonne,Europe,200,Nocif
2021-03-08,59.0,18.0,34.0,4.0,1.9830985915492958,0.0,Lisbonne,Europe,200,Nocif
2021-03-09,35.0,19.0,33.0,7.0,1.9830985915492958,0.0,Lisbonne,Europe,100,Modéré
2021-03-10,49.0,15.0,32.0,8.0,1.9830985915492958,0.0,Lisbonne,Europe,150,Modéré
2021-03-11,32.0,6.0,15.0,9.0,1.9830985915492958,0.0,Lisbonne,Europe,100,Modéré
2021-03-12,20.0,10.0,32.0,7.0,1.9830985915492958,0.0,Lisbonne,Europe,100,Modéré
2021-03-13,23.0,10.0,35.0,4.0,1.9830985915492958,0.0,Lisbonne,Europe,100,Modéré
2021-03-14,20.0,11.0,34.0,3.0,1.9830985915492958,0.0,Lisbonne,Europe,100,Modéré
2021-03-15,25.0,13.0,30.0,10.0,1.9830985915492958,0.0,Lisbonne,Europe,100,Modéré
2021-03-16,31.0,13.0,32.0,16.0,1.9830985915492958,0.0,Lisbonne,Europe,100,Modéré
2021-03-17,37.0,12.0,28.0,14.0,1.9830985915492958,0.0,Lisbonne,Europe,150,Modéré
2021-03-18,36.0,11.0,32.0,10.0,1.9830985915492958,0.0,Lisbonne,Europe,150,Modéré
2021-03-19,21.0,10.0,34.0,8.0,1.9830985915492958,0.0,Lisbonne,Europe,100,Modéré
2021-03-20,27.0,16.04378818737271,36.0,4.0,1.9830985915492958,0.0,Lisbonne,Europe,150,Modéré
2021-03-22,23.0,17.0,34.0,10.0,1.9830985915492958,0.0,Lisbonne,Europe,100,Modéré
2021-03-23,45.0,19.0,35.0,8.0,1.9830985915492958,0.0,Lisbonne,Europe,150,Modéré
2021-03-24,39.0,13.0,32.0,8.0,1.9830985915492958,0.0,Lisbonne,Europe,150,Modéré
2021-03-25,34.0,12.0,32.0,9.0,1.9830985915492958,0.0,Lisbonne,Europe,100,Modéré
2021-03-26,31.0,10.0,32.0,7.0,1.9830985915492958,0.0,Lisbonne,Europe,100,Modéré
2021-03-27,21.0,12.0,32.0,7.0,1.9830985915492958,0.0,Lisbonne,Europe,100,Modéré
2021-03-28,34.0,24.0,38.0,6.0,1.9830985915492958,0.0,Lisbonne,Europe,150,Modéré
2021-03-29,53.0,30.0,22.0,8.0,1.9830985915492958,0.0,Lisbonne,Europe,150,Modéré
2021-03-30,58.0,45.0,23.0,13.0,1.9830985915492958,0.0,Lisbonne,Europe,200,Nocif
2021-03-31,66.0,41.0,37.0,10.0,1.9830985915492958,0.0,Lisbonne,Europe,200,Nocif
2021-04-01,56.0,35.0,33.0,8.0,1.9830985915492958,0.0,Lisbonne,Europe,200,Nocif
2021-01-01,74.0,9.0,28.0,5.0,1.9830985915492958,0.0,Lisbonne,Europe,200,Nocif
2021-01-02,26.0,9.0,22.0,9.0,1.9830985915492958,0.0,Lisbonne,Europe,100,Modéré
2021-01-03,22.0,13.0,21.0,13.0,1.9830985915492958,0.0,Lisbonne,Europe,100,Modéré
2021-01-04,23.0,13.0,15.0,23.0,1.9830985915492958,0.0,Lisbonne,Europe,100,Modéré
2023-11-01,31.50153217568948,10.0,27.0,4.0,1.9830985915492958,0.0,Lisbonne,Europe,100,Modéré
2023-04-05,31.50153217568948,13.0,38.0,7.0,1.0,0.0,Lisbonne,Europe,150,Modéré
2023-04-11,31.50153217568948,6.0,28.490118577075098,8.929549902152642,1.9830985915492958,0.0,Lisbonne,Europe,100,Modéré
2023-04-16,31.50153217568948,13.0,28.490118577075098,8.929549902152642,1.9830985915492958,0.0,Lisbonne,Europe,100,Modéré
2023-05-02,31.50153217568948,23.0,28.490118577075098,8.929549902152642,1.9830985915492958,0.0,Lisbonne,Europe,100,Modéré
2023-06-09,31.50153217568948,12.0,28.490118577075098,8.929549902152642,1.9830985915492958,0.0,Lisbonne,Europe,100,Modéré
2023-01-12,31.50153217568948,18.0,19.0,16.0,1.9830985915492958,0.0,Lisbonne,Europe,100,Modéré
2023-02-06,31.50153217568948,13.0,7.0,22.0,1.0,0.0,Lisbonne,Europe,100,Modéré
2023-02-09,31.50153217568948,8.0,27.0,4.0,1.0,0.0,Lisbonne,Europe,100,Modéré
2023-02-15,31.50153217568948,15.0,15.0,24.0,2.0,0.0,Lisbonne,Europe,100,Modéré
2023-02-22,31.50153217568948,27.0,29.0,13.0,2.0,0.0,Lisbonne,Europe,100,Modéré
2023-02-28,31.50153217568948,13.0,36.0,6.0,2.0,0.0,Lisbonne,Europe,150,Modéré
2023-03-15,31.50153217568948,15.0,22.0,9.0,1.9830985915492958,0.0,Lisbonne,Europe,100,Modéré
2023-03-19,31.50153217568948,7.0,33.0,5.0,1.9830985915492958,0.0,Lisbonne,Europe,100,Modéré
2023-03-26,31.50153217568948,14.0,37.0,5.0,1.0,0.0,Lisbonne,Europe,150,Modéré
2023-03-29,31.50153217568948,22.0,44.0,15.0,1.0,0.0,Lisbonne,Europe,150,Modéré
2022-10-02,31.50153217568948,14.0,39.0,18.0,1.9830985915492958,0.0,Lisbonne,Europe,150,Modéré
2022-11-14,31.50153217568948,8.0,25.0,11.0,1.9830985915492958,0.0,Lisbonne,Europe,100,Modéré
2022-11-20,31.50153217568948,12.0,29.0,14.0,1.9830985915492958,0.0,Lisbonne,Europe,100,Modéré
2022-11-29,31.50153217568948,17.0,28.490118577075098,8.929549902152642,1.9830985915492958,0.0,Lisbonne,Europe,100,Modéré
2022-08-22,31.50153217568948,10.0,14.0,3.0,1.9830985915492958,0.0,Lisbonne,Europe,100,Modéré
2022-09-18,31.50153217568948,13.0,38.0,10.0,1.9830985915492958,0.0,Lisbonne,Europe,150,Modéré
2022-09-20,31.50153217568948,30.0,41.0,17.0,1.9830985915492958,0.0,Lisbonne,Europe,150,Modéré
2022-09-25,31.50153217568948,9.0,32.0,2.0,1.9830985915492958,0.0,Lisbonne,Europe,100,Modéré
2022-01-16,31.50153217568948,30.0,18.0,14.0,1.9830985915492958,0.0,Lisbonne,Europe,100,Modéré
2022-01-30,31.50153217568948,12.0,23.0,17.0,1.9830985915492958,0.0,Lisbonne,Europe,100,Modéré
2022-02-06,31.50153217568948,12.0,18.0,13.0,1.9830985915492958,0.0,Lisbonne,Europe,100,Modéré
2021-10-07,31.50153217568948,19.0,14.0,15.0,1.9830985915492958,0.0,Lisbonne,Europe,100,Modéré
2021-10-10,31.50153217568948,18.0,28.0,5.0,4.0,0.0,Lisbonne,Europe,100,Modéré
2021-11-01,31.50153217568948,6.0,14.0,3.0,1.9830985915492958,0.0,Lisbonne,Europe,100,Modéré
2021-11-23,31.50153217568948,11.0,26.0,11.0,1.9830985915492958,0.0,Lisbonne,Europe,100,Modéré
2021-12-26,31.50153217568948,10.0,29.0,5.0,1.9830985915492958,0.0,Lisbonne,Europe,100,Modéré
2021-04-10,31.50153217568948,13.0,30.0,5.0,1.9830985915492958,0.0,Lisbonne,Europe,100,Modéré
2021-04-14,31.50153217568948,15.0,22.0,9.0,1.9830985915492958,0.0,Lisbonne,Europe,100,Modéré
2021-04-28,31.50153217568948,11.0,41.0,7.0,1.9830985915492958,0.0,Lisbonne,Europe,150,Modéré
2021-05-02,31.50153217568948,7.0,39.0,5.0,1.9830985915492958,0.0,Lisbonne,Europe,150,Modéré
2021-05-05,31.50153217568948,10.0,30.0,3.0,1.9830985915492958,0.0,Lisbonne,Europe,100,Modéré
2021-05-09,31.50153217568948,5.0,35.0,2.0,1.9830985915492958,0.0,Lisbonne,Europe,100,Modéré
2021-05-23,31.50153217568948,9.0,36.0,2.0,1.9830985915492958,0.0,Lisbonne,Europe,150,Modéré
2021-06-03,31.50153217568948,8.0,32.0,2.0,1.9830985915492958,0.0,Lisbonne,Europe,100,Modéré
2021-06-07,31.50153217568948,18.0,34.0,4.0,1.9830985915492958,0.0,Lisbonne,Europe,100,Modéré
2021-06-09,31.50153217568948,14.0,32.0,5.0,2.0,0.0,Lisbonne,Europe,100,Modéré
2021-06-13,31.50153217568948,18.0,39.0,6.0,1.0,0.0,Lisbonne,Europe,150,Modéré
2021-06-17,31.50153217568948,15.0,26.0,7.0,1.9830985915492958,0.0,Lisbonne,Europe,100,Modéré
2021-06-20,31.50153217568948,11.0,30.0,2.0,1.0,0.0,Lisbonne,Europe,100,Modéré
2021-06-23,31.50153217568948,18.0,36.0,4.0,1.9830985915492958,0.0,Lisbonne,Europe,150,Modéré
2021-01-24,31.50153217568948,20.0,8.0,11.0,1.9830985915492958,0.0,Lisbonne,Europe,100,Modéré
2021-02-01,31.50153217568948,14.0,28.490118577075098,8.0,1.9830985915492958,0.0,Lisbonne,Europe,100,Modéré
2021-02-15,31.50153217568948,21.0,33.0,18.0,1.9830985915492958,0.0,Lisbonne,Europe,100,Modéré
2021-02-22,31.50153217568948,16.0,33.0,8.0,1.9830985915492958,0.0,Lisbonne,Europe,100,Modéré
2021-03-21,31.50153217568948,11.0,36.0,5.0,1.9830985915492958,0.0,Lisbonne,Europe,150,Modéré
2023-04-04,31.50153217568948,16.04378818737271,5.0,30.0,1.0,0.0,Lisbonne,Europe,100,Modéré
2023-04-10,31.50153217568948,16.04378818737271,28.0,25.0,2.0,0.0,Lisbonne,Europe,100,Modéré
2023-01-11,31.50153217568948,16.04378818737271,19.0,13.0,1.9830985915492958,0.0,Lisbonne,Europe,100,Modéré
2022-11-13,31.50153217568948,16.04378818737271,22.0,15.0,1.9830985915492958,0.0,Lisbonne,Europe,100,Modéré
2021-10-31,31.50153217568948,16.04378818737271,16.0,5.0,1.9830985915492958,0.0,Lisbonne,Europe,100,Modéré
2021-04-09,31.50153217568948,16.04378818737271,39.0,4.0,1.9830985915492958,0.0,Lisbonne,Europe,150,Modéré
2021-05-08,31.50153217568948,16.04378818737271,22.0,4.0,1.9830985915492958,0.0,Lisbonne,Europe,100,Modéré
2021-06-02,31.50153217568948,16.04378818737271,27.0,25.0,1.0,0.0,Lisbonne,Europe,100,Modéré
2021-06-06,31.50153217568948,16.04378818737271,31.0,3.0,1.9830985915492958,0.0,Lisbonne,Europe,100,Modéré
2021-06-12,31.50153217568948,16.04378818737271,33.0,8.0,1.9830985915492958,0.0,Lisbonne,Europe,100,Modéré
2021-06-16,31.50153217568948,16.04378818737271,39.0,4.0,2.0,0.0,Lisbonne,Europe,150,Modéré
2021-06-22,31.50153217568948,16.04378818737271,33.0,4.0,1.9830985915492958,0.0,Lisbonne,Europe,100,Modéré
2023-10-02,75.0,48.0,34.0,37.0,2.0,0.0,Paris,Europe,200,Nocif
2023-10-03,82.0,25.0,30.0,16.0,2.0,0.0,Paris,Europe,200,Nocif
2023-10-04,49.0,30.0,25.0,25.0,2.0,0.0,Paris,Europe,150,Modéré
2023-10-05,47.0,42.0,25.0,34.0,2.0,0.0,Paris,Europe,150,Modéré
2023-10-06,66.0,44.0,33.0,37.0,2.0,0.0,Paris,Europe,200,Nocif
2023-10-07,72.0,42.0,36.0,39.0,2.0,0.0,Paris,Europe,200,Nocif
2023-10-08,76.0,48.0,26.0,45.0,2.0,0.0,Paris,Europe,200,Nocif
2023-10-09,86.0,52.0,29.0,41.0,2.0,0.0,Paris,Europe,200,Nocif
2023-10-10,91.0,55.0,37.0,39.0,2.0,0.0,Paris,Europe,200,Nocif
2023-10-11,82.0,50.0,35.0,25.0,2.0,0.0,Paris,Europe,200,Nocif
2023-10-12,74.0,38.0,24.0,22.0,2.0,0.0,Paris,Europe,200,Nocif
2023-10-13,69.0,49.0,30.0,23.0,2.0,0.0,Paris,Europe,200,Nocif
2023-10-14,68.0,19.0,24.0,12.0,2.0,0.0,Paris,Europe,200,Nocif
2023-10-15,39.0,18.0,25.0,18.0,2.0,0.0,Paris,Europe,150,Modéré
2023-10-16,40.0,27.0,21.0,23.0,2.0,0.0,Paris,Europe,150,Modéré
2023-10-17,51.0,31.0,16.0,23.0,2.0,0.0,Paris,Europe,150,Modéré
2023-10-18,53.0,30.0,22.0,22.0,2.0,0.0,Paris,Europe,150,Modéré
2023-10-19,54.0,26.0,23.0,26.0,2.0,0.0,Paris,Europe,150,Modéré
2023-10-20,46.0,143.0,25.0,27.0,2.0,0.0,Paris,Europe,200,Nocif
2023-10-21,45.0,36.0,29.0,16.0,2.0,0.0,Paris,Europe,150,Modéré
2023-10-22,40.0,24.0,26.0,20.0,2.0,0.0,Paris,Europe,150,Modéré
2023-10-23,52.0,25.0,18.0,25.0,2.0,0.0,Paris,Europe,150,Modéré
2023-10-24,58.0,24.0,26.0,24.0,2.0,0.0,Paris,Europe,200,Nocif
2023-10-25,46.0,16.0,22.0,21.0,2.0,0.0,Paris,Europe,150,Modéré
2023-10-26,42.0,27.0,21.0,25.0,2.0,0.0,Paris,Europe,150,Modéré
2023-10-27,53.0,18.0,25.0,23.0,2.0,0.0,Paris,Europe,150,Modéré
2023-10-28,45.0,18.0,26.0,20.0,2.0,0.0,Paris,Europe,150,Modéré
2023-10-29,48.0,21.0,28.0,19.0,2.0,0.0,Paris,Europe,150,Modéré
2023-10-30,39.0,21.0,19.0,28.0,2.0,0.0,Paris,Europe,150,Modéré
2023-10-31,50.0,25.0,21.0,24.0,2.0,0.0,Paris,Europe,150,Modéré
2023-11-01,51.0,19.0,23.0,19.0,2.0,0.0,Paris,Europe,150,Modéré
2023-11-02,43.0,21.0,30.0,13.0,2.0,0.0,Paris,Europe,150,Modéré
2023-11-03,35.0,19.0,22.0,25.0,2.0,0.0,Paris,Europe,100,Modéré
2023-11-04,44.0,19.0,29.0,20.0,2.0,0.0,Paris,Europe,150,Modéré
2023-11-05,40.0,14.0,30.0,15.0,2.0,0.0,Paris,Europe,150,Modéré
2023-11-06,38.0,20.0,27.0,20.0,2.0,0.0,Paris,Europe,150,Modéré
2023-11-07,42.0,22.0,25.0,22.0,2.0,0.0,Paris,Europe,150,Modéré
2023-11-08,42.0,16.0,23.0,23.0,2.0,0.0,Paris,Europe,150,Modéré
2023-11-09,44.0,14.0,24.0,21.0,2.0,0.0,Paris,Europe,150,Modéré
2023-11-10,43.0,20.0,23.0,20.0,2.0,0.0,Paris,Europe,150,Modéré
2023-11-11,43.0,23.0,19.0,25.0,2.0,0.0,Paris,Europe,150,Modéré
2023-11-12,52.0,21.0,24.0,25.0,2.0,0.0,Paris,Europe,150,Modéré
2023-11-13,51.0,21.0,24.0,20.0,2.0,0.0,Paris,Europe,150,Modéré
2023-11-14,45.0,22.0,27.0,19.0,2.0,0.0,Paris,Europe,150,Modéré
2023-11-15,49.0,26.0,24.0,22.0,2.0,0.0,Paris,Europe,150,Modéré
2023-11-16,47.0,24.0,19.0,27.0,2.0,0.0,Paris,Europe,150,Modéré
2023-11-17,67.0,21.0,20.0,28.0,2.0,0.0,Paris,Europe,200,Nocif
2023-11-18,44.0,24.0,16.0,28.0,2.0,0.0,Paris,Europe,150,Modéré
2023-11-19,62.0,23.0,26.0,19.0,2.0,0.0,Paris,Europe,200,Nocif
2023-11-20,47.0,22.0,25.0,18.0,2.0,0.0,Paris,Europe,150,Modéré
2023-11-21,38.0,15.0,15.0,18.0,2.0,0.0,Paris,Europe,150,Modéré
2023-11-22,41.0,27.0,12.0,22.0,2.0,0.0,Paris,Europe,150,Modéré
2023-11-23,58.0,27.0,24.0,26.0,2.0,0.0,Paris,Europe,200,Nocif
2023-11-24,56.0,21.0,23.0,18.0,2.0,0.0,Paris,Europe,200,Nocif
2023-11-25,41.0,21.0,20.0,18.0,2.0,0.0,Paris,Europe,150,Modéré
2023-11-26,50.0,31.0,22.0,30.0,2.0,0.0,Paris,Europe,150,Modéré
2023-11-27,69.0,18.0,22.0,22.0,2.0,0.0,Paris,Europe,200,Nocif
2023-11-28,45.0,26.0,19.0,18.0,2.0,0.0,Paris,Europe,150,Modéré
2023-11-29,53.0,37.0,17.0,33.0,2.0,0.0,Paris,Europe,150,Modéré
2023-11-30,79.0,40.0,8.0,31.0,2.0,0.0,Paris,Europe,200,Nocif
2023-12-01,94.0,36.0,9.0,23.0,2.0,0.0,Paris,Europe,200,Nocif
2023-12-02,95.0,36.0,11.0,24.0,2.0,0.0,Paris,Europe,200,Nocif
2023-12-03,85.0,40.0,11.0,27.0,2.0,0.0,Paris,Europe,200,Nocif
2023-12-04,92.0,19.0,19.0,27.0,2.0,0.0,Paris,Europe,200,Nocif
2023-12-05,47.0,13.0,18.0,15.0,2.0,0.0,Paris,Europe,150,Modéré
2023-12-06,36.0,34.0,10.0,29.0,2.0,0.0,Paris,Europe,150,Modéré
2023-12-07,69.0,26.0,9.0,27.0,2.0,0.0,Paris,Europe,200,Nocif
2023-12-08,65.0,30.0,19.0,36.0,2.0,0.0,Paris,Europe,200,Nocif
2023-12-09,62.0,25.0,30.0,24.0,2.0,0.0,Paris,Europe,200,Nocif
2023-12-10,52.0,24.0,26.0,24.0,2.0,0.0,Paris,Europe,150,Modéré
2023-12-11,54.0,31.0,23.0,28.0,2.0,0.0,Paris,Europe,150,Modéré
2023-12-12,58.0,24.0,26.0,31.0,2.0,0.0,Paris,Europe,200,Nocif
2023-12-13,47.0,19.0,24.0,25.0,2.0,0.0,Paris,Europe,150,Modéré
2023-12-14,38.0,17.0,13.0,17.0,2.0,0.0,Paris,Europe,150,Modéré
2023-12-15,39.0,27.0,13.0,27.0,2.0,0.0,Paris,Europe,150,Modéré
2023-12-16,57.0,43.0,16.0,40.0,2.0,0.0,Paris,Europe,200,Nocif
2023-12-17,92.0,36.0,3.0,25.0,2.0,0.0,Paris,Europe,200,Nocif
2023-12-18,81.0,25.0,11.0,26.0,2.0,0.0,Paris,Europe,200,Nocif
2023-12-19,58.0,29.0,21.0,25.0,2.0,0.0,Paris,Europe,200,Nocif
2023-12-20,53.0,20.0,25.0,26.0,2.0,0.0,Paris,Europe,150,Modéré
2023-12-21,42.0,18.0,28.0,22.0,2.0,0.0,Paris,Europe,150,Modéré
2023-12-22,34.0,19.0,27.0,18.0,2.0,0.0,Paris,Europe,100,Modéré
2023-12-23,40.0,13.0,29.0,16.0,2.0,0.0,Paris,Europe,150,Modéré
2023-12-24,27.0,18.0,28.0,16.0,2.0,0.0,Paris,Europe,100,Modéré
2023-12-25,32.0,17.0,29.0,13.0,2.0,0.0,Paris,Europe,100,Modéré
2023-12-26,32.0,24.0,30.0,20.0,2.0,0.0,Paris,Europe,100,Modéré
2023-12-27,41.0,23.0,20.0,27.0,2.0,0.0,Paris,Europe,150,Modéré
2023-12-28,45.0,23.0,24.0,17.0,2.0,0.0,Paris,Europe,150,Modéré
2023-12-29,41.0,24.0,26.0,17.0,2.0,0.0,Paris,Europe,150,Modéré
2023-12-30,34.0,17.0,23.0,28.0,2.0,0.0,Paris,Europe,100,Modéré
2023-12-31,34.0,18.0,31.0,13.0,2.0,0.0,Paris,Europe,100,Modéré
2023-07-02,92.0,35.0,34.0,10.0,2.0,0.0,Paris,Europe,200,Nocif
2023-07-03,95.0,16.0,35.0,4.0,2.0,0.0,Paris,Europe,200,Nocif
2023-07-04,51.0,24.0,29.0,8.0,2.0,0.0,Paris,Europe,150,Modéré
2023-07-05,45.0,26.0,27.28974600188147,14.0,2.0,0.0,Paris,Europe,150,Modéré
2023-07-06,44.0,39.0,27.28974600188147,31.0,2.0,0.0,Paris,Europe,150,Modéré
2023-07-07,62.0,35.0,27.28974600188147,39.0,2.0,0.0,Paris,Europe,200,Nocif
2023-07-08,64.0,32.0,27.28974600188147,38.0,2.0,0.0,Paris,Europe,200,Nocif
2023-07-09,64.0,23.0,27.28974600188147,16.0,2.0,0.0,Paris,Europe,200,Nocif
2023-07-10,53.0,33.0,27.28974600188147,26.0,2.0,0.0,Paris,Europe,150,Modéré
2023-07-11,47.0,53.0,27.28974600188147,27.0,2.0,0.0,Paris,Europe,150,Modéré
2023-07-12,54.0,33.0,27.28974600188147,17.0,2.0,0.0,Paris,Europe,150,Modéré
2023-07-13,45.0,29.0,27.28974600188147,16.0,2.0,0.0,Paris,Europe,150,Modéré
2023-07-14,41.0,36.0,27.28974600188147,26.0,2.0,0.0,Paris,Europe,150,Modéré
2023-07-15,59.0,32.0,27.28974600188147,14.0,2.0,0.0,Paris,Europe,200,Nocif
2023-07-16,45.0,25.0,27.28974600188147,12.0,2.0,0.0,Paris,Europe,150,Modéré
2023-07-17,51.0,28.0,27.28974600188147,18.0,2.0,0.0,Paris,Europe,150,Modéré
2023-07-18,48.0,32.0,27.28974600188147,33.0,2.0,0.0,Paris,Europe,150,Modéré
2023-07-19,56.0,44.0,27.28974600188147,13.0,2.0,0.0,Paris,Europe,200,Nocif
2023-07-20,44.0,26.0,36.0,19.0,2.0,0.0,Paris,Europe,150,Modéré
2023-07-21,50.0,35.0,39.0,16.0,2.0,0.0,Paris,Europe,150,Modéré
2023-07-22,47.0,26.0,35.0,18.0,2.0,0.0,Paris,Europe,150,Modéré
2023-07-23,48.0,20.0,26.0,12.0,2.0,0.0,Paris,Europe,150,Modéré
2023-07-24,44.0,22.0,25.0,19.0,2.0,0.0,Paris,Europe,150,Modéré
2023-07-25,47.0,17.0,26.0,18.0,2.0,0.0,Paris,Europe,150,Modéré
2023-07-26,47.0,24.0,30.0,22.0,2.0,0.0,Paris,Europe,150,Modéré
